id,title,abstract,category_1,category_2,error
10.1101/2022.12.13.519327,Internal limiting basement membrane inhibits functional engraftment of transplanted human retinal ganglion cells,Optic neuropathies cause irreversible vision loss as retinal ganglion cells (RGCs) die. Transplantation of pluripotent stem cell (PSC)-derived RGCs offers one potential therapeutic avenue to restore v...,,,
10.1101/2022.12.16.520804,Drug-induced changes in connectivity to midbrain dopamine cells revealed by rabies monosynaptic tracing,"Addictive drugs cause long-lasting changes in connectivity from inputs onto ventral tegmental area dopamine cells (VTADA) that contribute to drug-induced behavioral adaptations. However, it is not kno...",,,
10.1101/2022.12.19.520907,Capturing the biology of disease severity in an organoid model of LIS1-lissencephaly,"Lissencephaly is a malformation of cortical development (MCD) characterized by reduced to absent gyri and a disorganized cortex, leading to severe neurological consequences in affected individuals, in...",,,
10.1101/2022.12.26.521927,Mouse helpers ensure maternal-infant survival,"Parental care is required for offspring survival, because infants require nearly-continual oversight for extensive periods. Parents must balance caretaking with their own survival, and benefit from he...",Social Functions,,
10.1101/2023.01.04.522610,Subthalamic deep brain stimulation and chronic dopaminergic therapy enhance free-choice seeking in patients with Parkinson's disease,"BackgroundHumans prefer making choices freely, even when they dont maximize future outcomes, suggesting free-choice is intrinsically rewarding. However, whether reward-related brain networks influence...",Decision-making,Reward Mechanisms,
10.1101/2023.01.10.523479,How Occam's razor guides human decision-making,"Occams razor is the principle that, all else being equal, simpler explanations should be preferred over more complex ones. This principle is thought to guide human decision-making, but the nature of t...",Decision-making,Logical Reasoning,
10.1101/2023.01.17.524397,Size tuning of neural response variability in laminar circuits of macaque primary visual cortex,"Surround suppression and neural response variability are two widespread cortical phenomena thought to facilitate and impede, respectively, information processing and perception. Typically, manipulatio...",Visual Perception,,
10.1101/2023.01.19.524624,Aging reduces motivation through decreased Bdnf expression in the ventral tegmental area,"Age-associated reduced motivation is a hallmark of neuropsychiatric disorders in the elderly. In our rapidly aging societies, it is critical to keep motivation levels high enough to promote healthspan...",Motivational Drives,Reward Mechanisms,
10.1101/2023.01.20.524674,Evidence against a cortical module for processing communicative gaze,Where we look lets others know what we are interested in and allows them to join our focus of attention. In several studies our group investigated the neuronal basis of gaze following behavior in prim...,,,
10.1101/2023.01.27.525963,"Bridging model and experiment in systems neuroscience with Cleo: the Closed-Loop, Electrophysiology, and Optophysiology simulation testbed","Systems neuroscience has experienced an explosion of new tools for reading and writing neural activity, enabling exciting new experiments (e.g., all-optical interrogation, closed-loop control) for int...",,,
10.1101/2023.01.27.525684,Subcortical correlates of consciousness with human single neuron recordings,"Subcortical brain structures such as the subthalamic nucleus or the thalamus are involved in regulating motor and cognitive behavior. However, their contribution to perceptual consciousness is still u...",Tactile Perception,,
10.1101/2023.02.02.526824,Erasable Hippocampal Neural Signatures Predict Memory Discrimination,"Memories involving the hippocampus can take several days to consolidate, challenging efforts to uncover the neuronal signatures underlying this process. Using calcium imaging in freely moving mice, we...",Episodic Memory,,
10.1101/2023.02.03.526251,Leptin antagonism improves Rett syndrome phenotype in symptomatic Mecp2-deficient mice.,Rett syndrome (RTT) is a severe X-linked neurodevelopmental disorder caused by mutations in MECP2. Elevated circulating levels of the adipocyte hormone leptin are consistently observed in patients and...,,,
10.1101/2023.02.03.527077,Orbitofrontal Cortex Influences Dopamine Dynamics Associated with Alloparental Behavioral Acquisition in Female Mice,"Maternal behaviors, which are crucial for the survival of mammalian infants, require the coordinated operation of multiple brain regions to process infant cues, make decisions, and execute motor plans...",Reward Mechanisms,Social Functions,
10.1101/2023.02.03.527071,Conditioning electrical stimulation fails to enhance sympathetic axon regeneration,"Peripheral nerve injuries are common, and there is a critical need for the development of novel treatments to complement surgical repair. Conditioning electrical stimulation (CES) is a novel variation...",,,
10.1101/2023.02.06.526214,No evidence in favour of the existence of 'intentional' binding,Intentional binding refers to the subjective temporal compression between a voluntary action and its sensory outcome. Despite some studies having challenged the link between temporal compression and i...,,,
10.1101/2023.02.07.527550,Presence of an unfamiliar peer reverses escalated cocaine intake in male rats: involvement of the subthalamic nucleus,"The immediate social context critically modulates drug consumption. The presence of an unfamiliar conspecific, naive to the drug, at the time of consumption reduces cocaine self-administration in male...",Social Functions,,
10.1101/2023.02.08.527694,The density of doublecortin cells in the piriform cortex is affected by transition to adulthood but not first pregnancy in female mice,"Motherhood is a critical period modulating behavioural changes to favour survival in mammals. In mice, olfaction is a key driver of social behaviours, and adult neurogenesis in the olfactory bulb is m...",,,
10.1101/2023.02.11.528137,Precise Spatial Tuning of Visually Driven Alpha Oscillations in Human Visual Cortex,"AO_SCPLOWBSTRACTC_SCPLOWNeuronal oscillations at about 10 Hz, called alpha oscillations, are often thought to arise from synchronous activity across occipital cortex, reflecting general cognitive stat...",Visual Perception,Attention,
10.1101/2023.02.13.527949,Neurovascular Coupling in the Basolateral Amygdala Modulates Negative Emotions,"Emotion induces changes in regional cerebral blood flow (rCBF), a manifestation of neurovascular coupling (NVC), yet whether NVC might feedback to modulate emotion actively remains unexplored. Here, w...",,,
10.1101/2023.02.14.528466,Decision-Making Under Effortful Constraints: The Impact of Acute High-Intensity Activity on Cognitive Processes,"This study investigates the acute impact of high-intensity activity on perceptual decision-making, using computational modeling to assess changes during and after physical activity. Participants perfo...",Decision-making,,
