id,title,abstract,category_1,category_2
10.31234/osf.io/6e7kj,Robust circular cluster-based statistics for respiration-brain coupling,"The rapidly developing research field of brain-body neuroscience faces methodological challenges, as analysts continue to develop new analysis strategies for robust statistics in the absence of establ...",,
10.31234/osf.io/52bej,Effect of dichotic listening on pitch perception and roughness sensation,"Background. Dichotic listening, in which different sounds are simultaneously presented to each ear, can evoke perceptual phenomena that are not noted during monaural or diotic listening. A well-known ...",Auditory Processing,
10.31234/osf.io/peqkc,"ESTABLISHMENT OF FACE-SPECIFIC AND GENERAL-DISTORTION PROSOPOMETAMORPHOPSIA TYPES: A NEW TEST, A MULTIPLE CASE STUDY, AND FURTHER INVESTIGATIONS","The modularity of cognitive processes has been debated for centuries, with neuroscientists investigating specialized face processing mechanisms for over 50 years. Behavioral studies, neuroimaging evid...",Face Recognition,Visual Perception
10.31234/osf.io/azepw,Verbal Memory Impairments Influence Social Functioning Through Anhedonia: Evidence from a Transdiagnostic UK Biobank Sample,"Background
Anhedonia, defined as a reduced capacity for pleasure or motivation for reward, is a core transdiagnostic feature of psychopathology and a key determinant of social functioning. Cognitive d...",,
10.31234/osf.io/y3nm5,Imagery-based fear conditioning enhances the Late Positive Potential,Pairing a conditioned stimulus (CS) repeatedly with aversive imagery as unconditioned stimulus (US) induces conditioned subjective and autonomic fear responses which can explain fears without prior av...,,
10.31234/osf.io/3g7u4,AI Disclosure Policies Risk Forcing Neurodiverse Scientists to 'Out' Themselves,"Recent policies requiring AI disclosures aim to ensure reproducibility but create unintended harm, especially for neurodiverse scholars, and raise fundamental questions about what constitutes legitima...",,
10.31234/osf.io/568hs,"O CANSAÇO RACIAL NO BRASIL: EVIDÊNCIAS INÉDITAS DE CARGA COGNITIVA, EXAUSTÃO SOMÁTICA E VIGILÂNCIA SISTEMÁTICA A PARTIR DE UM ESTUDO NACIONAL EMERGENTE (RESULTADOS PRELIMINARES)","A partir de um estudo exploratório de desenvolvimento de instrumento, este trabalho apresenta resultados iniciais (N=108) e psicometricamente consistentes (a = 0.92) de uma pesquisa inédita que operac...",,
10.3758/s13428-025-02839-4,Validation of the Directional Command Flanker Task,"Flanker tasks are among the most popular paradigms for studying conflict resolution, particularly the intuitive “arrows” flanker task. To date, there is no auditory equivalent of this task, potentiall...",Inhibitory Control,
10.31234/osf.io/7kvrm,Electrocortical and Physiological Correlates of Memory and Attention during the Anticipation of Avoidable and Inevitable Threats,"When confronted with danger, humans display a range of defensive behaviors, such as freezing and active avoidance. Prior research has identified a distinct physiological response pattern to avoidable ...",Episodic Memory,Attention
10.31234/osf.io/78n9d,Perceptual Stability in Primate Pulvinar,"The pulvinar nucleus of the thalamus is a crucial component of the visual system, distinguished by its extensive connections with various cortical regions that facilitate bidirectional communication a...",Visual Perception,
10.31234/osf.io/vfhxq,Exploring the Impact of Boredom Proneness on Real-world and Online Connections.,Boredom is an uncomfortable feeling of wanting but failing to engage with the world. Trait boredom proneness – the tendency to experience boredom more frequently and intensely – is associated with a w...,,
10.31234/osf.io/7rbhy,Idiosyncratic Event Segmentation as a Neural Marker of Loneliness,"Loneliness negatively affects both mental and physical health, yet the cognitive mechanisms that give rise to feelings of social disconnection remain poorly understood. A hallmark of loneliness is the...",Social Functions,
10.31234/osf.io/39gwa,The cost of scrutiny: social anxiety constrains frontal-midline theta-dependent neural network reconfigurations during probabilistic learning,Social anxiety is reliably characterized by biases toward avoidance and aversive learning. Frontal-midline theta (FM-theta) oscillations have been implicated as a key neural mechanism underlying these...,Reward Mechanisms,Cognitive Flexibility
10.31234/osf.io/g9qwh,Collaboration in autobiographical memory and divergent thinking,"Numerous studies have highlighted a connection between divergent and creative thinking with episodic memory. According to the constructive episodic simulation hypothesis, individuals draw on past expe...",Episodic Memory,Social Functions
10.31234/osf.io/xvgez,Connection &amp; Context: The Variable Neural Architecture of Social Relationships,"Our brains are contextual, connected, social, and dynamic; failing to account for these aspects of the brain together risks misleading results that could be translated into worse health outcomes, espe...",,
10.31234/osf.io/m7uyq,A Developmental Framework of Interpersonal Neural Synchrony,"Interpersonal neural synchrony (INS), the temporal alignment of brain activities
between individuals, has been proposed as a biomarker for successful communication and smooth social interaction. Surgi...",,
10.31234/osf.io/45baq,Validity of the Polar H10 for Continuous Measures of Heart Rate and Heart Rate Synchrony Analysis,"Heart rate (HR), a non-invasive indicator of physiological arousal and autonomic nervous system engagement, is widely used in cognitive and affective sciences to monitor individual responses and inter...",,
10.31234/osf.io/qmvy9,Neurocognitive and crime characteristics of forensic inpatients with and without acquired brain injury,Acquired brain injury (ABI) is highly prevalent in offender populations. Offenders with ABI show deficiencies in different areas of cognitive functioning and have specific crime-associated characteris...,,
10.31234/osf.io/d29nc,Stickiness and Retention Span in HCI,"This paper investigates how judgment and decision-making processes, as studied in PSY 473 course, influence stickiness and user retention in Human-Computer Interaction (HCI). Drawing on insights from ...",,
10.31234/osf.io/ur5wb,Role of Maternal Mindfulness in Longitudinal Mother-Infant Neuroendocrine Attunement,"Mother-infant physiological attunement plays a crucial role in child well-being and development. While mindfulness in parenting has been linked to mother-infant stress responses, no research has exami...",,
